GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
selenium,ru.korchinskiy,CartPage,0,88,0,0,0,18,0,3,0,3
selenium,ru.korchinskiy,ProductPage,0,58,0,0,0,12,0,3,0,3
selenium,ru.korchinskiy,IndexPage,0,21,0,0,0,5,0,2,0,2
selenium,ru.korchinskiy,CatalogPage,0,21,0,0,0,5,0,2,0,2
